EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FG2M,FG2A,FG3M,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg2ptShotDistance,PlusMinus,Corner3FGM,Corner3FGA,Fg2aBlocked,Corner3Assists,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,ShootingFouls,BlockedAtRim,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,OffThreePtRebounds,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PtsUnassisted3s,HeaveAttempts,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,SecondChanceArc3FGA,Charge Fouls Drawn,SecondChanceArc3Frequency,NonShootingPenaltyNonTakeFouls,Offensive Fouls Drawn,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,team_id,year,season,team_vs
1628282-1628317-1628926-202650-203824,1611661320,"Sydney Wiese, Karlie Samuelson, Maria Vadeeva, Jantel Lavender, Odyssey Sims","Wiese, Samuelson, Vadeeva, Lavender, Sims",1628282-1628317-1628926-202650-203824,LAS,150.0,1,2.0,5,6.0,5.0,6.0,11,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,5.0,0.6,,1.0,,105.6,12.8,14.333333333333334,12.8,14.333333333333334,0.6,0.6,0.8,0.53915,0.53915,25.03333333333333,1.0,1.0,,,1.0,2.0,2.0,1.0,7.0,5.0,,3.0,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,,,,,,7.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7,0.7,,1.0,1.0,0.2,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,10.55,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,0.2,,,,,,,1.0,,,,1.0,1.0,,,,,2.0,1.0,7.0,,,1.0,,,,,,,,,,7.0,0.3333333333333333,0.7,0.7,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.2,1.0,0.3333333333333333,,,,,,,,,,,1611661320,2018,2018,True
1628282-1628926-202650-203029-203824,1611661320,"Sydney Wiese, Maria Vadeeva, Jantel Lavender, Riquna Williams, Odyssey Sims","Wiese, Vadeeva, Lavender, Williams, Sims",1628282-1628926-202650-203029-203824,LAS,20.0,1,,1,,1.0,,1,,,,,,,,,1.0,,,,,72.0,19.0,,19.0,,,,,0.3987,0.3987,,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,6.7,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1611661320,2018,2018,True
201496-201502-202650-203014-203824,1611661320,"Candace Parker, Essence Carson, Jantel Lavender, Nneka Ogwumike, Odyssey Sims","Parker, Carson, Lavender, Ogwumike, Sims",201496-201502-202650-203014-203824,LAS,232.0,1,4.0,7,7.0,,3.0,14,2.0,,2.0,,2.0,1.0,3.0,3.0,,0.4,1.0,1.0,1.0,86.89655172413794,15.714285714285714,17.428571428571427,15.714285714285714,14.857142857142858,0.4,,0.4,0.47373000000000004,,23.9,,,,,,1.0,3.0,,2.0,9.0,2.0,,,1.0,,1.0,,,2.0,2.0,1.0,,1.0,,2.0,4.0,1.0,2.0,1.0,1.0,,,,0.3333333333333333,0.2,0.2,0.5,1.0,1.0,,,,,,,,,,16.833333333333332,-7.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,0.6,,,,,,,1.0,1.0,2.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1611661320,2018,2018,True
201496-201502-202650-203029-203824,1611661320,"Candace Parker, Essence Carson, Jantel Lavender, Riquna Williams, Odyssey Sims","Parker, Carson, Lavender, Williams, Sims",201496-201502-202650-203029-203824,LAS,50.0,1,1.0,1,1.0,,,2,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,57.599999999999994,25.0,25.0,25.0,25.0,,,0.5,0.36495,,,,1.0,1.0,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.5,0.5,0.5,,,,0.5,0.5,1.0,1.0,,,,,,4.3,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
201496-201502-202650-203824-203833,1611661320,"Candace Parker, Essence Carson, Jantel Lavender, Odyssey Sims, Chelsea Gray","Parker, Carson, Lavender, Sims, Gray",201496-201502-202650-203824-203833,LAS,238.0,2,4.0,7,8.0,3.0,,15,2.0,,2.0,,2.0,3.0,5.0,6.0,3.0,0.3333333333333333,0.75,0.8,0.75,90.7563025210084,17.571428571428573,14.375,16.571428571428573,13.625,0.3333333333333333,,0.5,0.4250083333333334,0.3517333333333333,24.75,0.42857142857142855,1.0,1.0,2.0,,3.0,4.0,,8.0,5.0,2.0,,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,8.0,0.3333333333333333,0.3333333333333333,,,,0.75,0.5,0.5714285714285714,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,,,,,,9.85,3.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,0.3333333333333333,,,,,1.0,1.0,1.0,0.16666666666666666,,,0.59325,0.14285714285714285,0.2,,1.0,,1.0,,1.0,1.0,,,,2.0,3.0,,6.0,,1.0,,,,,,,,,,,6.0,,1.0,1.0,,1.0,,1.0,,,,,,0.75,,1.0,,,,,,,,1.0,1.0,,3.0,1.0,0.3333333333333333,1.0,,,,1.0,1.0,1.0,,,,,,1611661320,2018,2018,True
201496-201502-203014-203029-203824,1611661320,"Candace Parker, Essence Carson, Nneka Ogwumike, Riquna Williams, Odyssey Sims","Parker, Carson, Ogwumike, Williams, Sims",201496-201502-203014-203029-203824,LAS,138.0,1,2.0,3,3.0,,,6,,,,,,,1.0,1.0,,,,1.0,,62.60869565217392,17.666666666666668,28.333333333333332,17.666666666666668,28.333333333333332,,,0.5,0.4433,,,,1.0,,,,2.0,2.0,,4.0,4.0,2.0,,,1.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,,4.0,0.5,0.5,,,,1.0,1.0,1.0,,1.0,,0.5,,,,,,,,,8.85,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,0.5,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
201496-201502-203014-203029-203833,1611661320,"Candace Parker, Essence Carson, Nneka Ogwumike, Riquna Williams, Chelsea Gray","Parker, Carson, Ogwumike, Williams, Gray",201496-201502-203014-203029-203833,LAS,439.0,2,7.0,15,14.0,4.0,6.0,29,1.0,,1.0,,1.0,3.0,6.0,6.0,4.0,0.07692307692307693,1.0,0.7142857142857143,1.0,95.125284738041,14.866666666666667,15.428571428571429,14.866666666666667,14.857142857142858,0.07692307692307693,,0.6153846153846154,0.4731307692307692,0.4711,25.8,0.26666666666666666,7.0,1.0,2.0,,11.0,12.0,,24.0,16.0,20.0,,,10.0,,10.0,,1.0,20.0,2.0,1.0,,,,1.0,7.0,2.0,24.0,0.9090909090909091,0.9090909090909091,,,,0.9166666666666666,0.8461538461538461,0.8571428571428571,,0.5,,0.5384615384615384,0.15384615384615385,0.5,0.5,1.0,,,,,7.5249999999999995,8.0,,,,,,,1.0,,,,,,7.0,,,3.0,,,,2.0,,6.0,,,4.0,2.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,0.8571428571428571,0.23076923076923078,,,,0.07142857142857142,0.07692307692307693,,3.0,3.0,,,1.0,1.0,1.0,,,2.0,4.0,,8.0,,1.0,1.0,,1.0,,,,,1.0,,,8.0,,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,3.0,3.0,,4.0,1.0,0.75,1.0,,,,,,,3.0,,,,,1611661320,2018,2018,True
201496-201502-203014-203824-203833,1611661320,"Candace Parker, Essence Carson, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Parker, Carson, Ogwumike, Sims, Gray",201496-201502-203014-203824-203833,LAS,17.0,1,,1,1.0,,,2,,,,,,,,,,,,,,169.41176470588235,9.0,8.0,,8.0,,,1.0,0.4204,,,,1.0,,,,1.0,1.0,,2.0,,2.0,,,1.0,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,3.8,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.4204,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1611661320,2018,2018,True
201502-202650-203014-203029-203824,1611661320,"Essence Carson, Jantel Lavender, Nneka Ogwumike, Riquna Williams, Odyssey Sims","Carson, Lavender, Ogwumike, Williams, Sims",201502-202650-203014-203029-203824,LAS,262.0,1,4.0,8,10.0,4.0,9.0,18,3.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,4.0,0.5,1.0,0.7142857142857143,1.0,98.93129770992367,16.875,12.7,16.875,9.9,0.5,0.3333333333333333,0.8333333333333334,0.4653833333333333,0.46701666666666664,25.7,0.5,2.0,,,1.0,1.0,3.0,1.0,9.0,4.0,2.0,,1.0,1.0,,1.0,,,2.0,4.0,,,,,,1.0,,9.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5625,,0.6666666666666666,0.5,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,6.6000000000000005,5.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,2.0,4.0,1.0,1.0,,1.0,,,,,,,,1.0,,,0.5,0.5,1.0,0.16666666666666666,,,,0.14285714285714285,0.25,,,,,1.0,,,,,,4.0,2.0,,2.0,,,,,,,,,,,,,2.0,,,0.25,,,,,,,,,,0.2222222222222222,,,,,,,,3.0,,,1.0,,,,0.3333333333333333,,,,,,,,,,2.0,1.0,1.0,1611661320,2018,2018,True
201502-202650-203014-203824-203833,1611661320,"Essence Carson, Jantel Lavender, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Carson, Lavender, Ogwumike, Sims, Gray",201502-202650-203014-203824-203833,LAS,71.0,1,1.0,3,2.0,,,5,,,,,,,1.0,1.0,,,,1.0,,101.40845070422534,15.0,13.0,15.0,13.0,,,,0.35145,,,,,1.0,1.0,,1.0,2.0,,4.0,2.0,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,4.0,1.0,1.0,,,,0.5,0.5,0.6666666666666666,,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,14.75,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,0.5,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
