EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3Assists,FTOffRebounds,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,Technical Free Throw Trips,OffCorner3ReboundPct,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,HeaveMakes,OffensiveGoaltends,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
100646-101039-201896-201919-203067,1611661325,"Tamika Catchings, Erin Phillips, Briann January, Shavonte Zellous, Sasha Goodlett","Catchings, Phillips, January, Zellous, Goodlett",100646-101039-201896-201919-203067,IND,48.0,1,1.0,4.0,2.0,1.0,,1.0,,3,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,4.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,90.0,,14.0,20.0,14.0,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6824,,,0.5,0.5,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-202638-202656-203406,1611661325,"Tamika Catchings, Erin Phillips, Jessica Breland, Jeanette Pohlen-Mavunga, Layshia Clarendon","Catchings, Phillips, Breland, Pohlen-Mavunga, Clarendon",100646-101039-202638-202656-203406,IND,203.0,3,3.0,3.0,5.0,7.0,,3.0,1.0,12,,2.0,,2.0,,,1.0,2.0,,2.0,,,1.0,2.0,,,1.0,1.0,6.0,1.0,2.0,,5.0,2.0,,2.0,,,,,,,1.0,,,,2.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,2.0,1.0,3.0,,4.0,2.0,6.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,0.5,,1.0,0.16666666666666666,,,0.3125,,,0.3125,,,0.25,0.16666666666666666,0.5,,,,,0.75,0.4,1.0,,0.8,0.4,0.5,,0.5,,1.0,,1.0,1.0,,,85.1231527093596,,19.0,15.428571428571429,17.4,15.0,0.25,,,,0.25,0.5,0.5,,0.25,,,,,0.25,0.5,0.5,,1.0,,,,,,1.0,,0.5,1.0,0.46862857142857145,0.64675,,,,,,7.916666666666667,33.4,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-201503-201896-201919-203406,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Layshia Clarendon","Catchings, Larkins, January, Zellous, Clarendon",100646-201503-201896-201919-203406,IND,4368.0,10,73.0,19.0,130.0,131.0,20.0,23.0,16.0,261,23.0,36.0,3.0,5.0,2.0,3.0,12.0,27.0,8.0,24.0,1.0,1.0,10.0,22.0,1.0,,1.0,43.0,87.0,11.0,23.0,28.0,147.0,128.0,6.0,9.0,1.0,7.0,22.0,4.0,14.0,1.0,2.0,6.0,17.0,38.0,48.0,33.0,,6.0,22.0,10.0,1.0,19.0,11.0,30.0,10.0,12.0,3.0,4.0,71.0,5.0,12.0,13.0,36.0,4.0,53.0,18.0,71.0,5.0,14.0,10.0,4.0,16.0,4.0,12.0,8.0,4.0,1.0,24.0,3.0,3.0,13.0,3.0,23.0,1.0,1.0,38.0,1.0,2.0,3.0,34.0,15.0,4.0,9.0,4.0,5.0,9.0,4.0,125.0,17.0,20.0,,1.0,0.4418604651162791,0.475,1.0,0.4782608695652174,0.5,0.4782608695652174,0.4942528735632184,0.6666666666666666,0.2857142857142857,0.5409090909090909,0.75,0.34375,0.5887096774193549,0.8461538461538461,0.4473684210526316,0.20909090909090908,0.011494252873563218,,0.037037037037037035,,0.6666666666666666,1.0,0.72,0.27906976744186046,0.6842105263157895,0.45454545454545453,0.7101449275362319,0.3148148148148148,0.3076923076923077,0.35714285714285715,0.1875,0.45454545454545453,0.6470588235294118,0.5833333333333334,0.8571428571428571,0.625,1.0,0.09433962264150944,86.04395604395604,0.4444444444444444,15.784615384615385,17.6793893129771,15.138461538461538,16.14503816793893,0.32727272727272727,0.6388888888888888,0.6388888888888888,0.5217391304347826,0.24545454545454545,0.4444444444444444,0.46153846153846156,0.25,0.21818181818181817,0.3333333333333333,0.3333333333333333,0.5,0.00909090909090909,0.2,0.45454545454545453,0.45454545454545453,1.0,0.5,0.6,0.1,0.1875,0.6666666666666666,0.0625,0.0625,,0.5363636363636364,0.45454545454545453,0.47223045454545454,0.4846375,0.42461875,0.125,0.15463917525773196,0.14965986394557823,0.11564625850340136,8.693103448275862,24.143478260869564,0.15384615384615385,1.0,1.0,1.0,,1.0,5.0,,0.16666666666666666,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-201503-201896-201919-202640,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Karima Christmas-Kelly","Catchings, Larkins, January, Zellous, Christmas-Kelly",100646-201503-201896-201919-202640,IND,16436.0,22,274.0,-54.0,491.0,494.0,55.0,76.0,69.0,985,75.0,132.0,15.0,21.0,10.0,16.0,33.0,95.0,38.0,94.0,18.0,2.0,19.0,72.0,8.0,6.0,13.0,146.0,321.0,29.0,90.0,82.0,461.0,515.0,24.0,43.0,12.0,13.0,70.0,17.0,29.0,6.0,15.0,22.0,74.0,124.0,168.0,51.0,36.0,22.0,72.0,19.0,26.0,62.0,17.0,79.0,8.0,30.0,10.0,22.0,175.0,13.0,59.0,52.0,137.0,9.0,198.0,74.0,272.0,8.0,32.0,25.0,7.0,70.0,11.0,44.0,44.0,26.0,4.0,114.0,10.0,6.0,63.0,9.0,132.0,4.0,10.0,122.0,6.0,7.0,5.0,106.0,42.0,14.0,31.0,22.0,8.0,32.0,20.0,391.0,66.0,50.0,6.0,8.0,0.4246575342465753,0.45925925925925926,0.5862068965517241,0.32222222222222224,0.4,0.32222222222222224,0.45482866043613707,0.5581395348837209,0.5862068965517241,0.4610705596107056,0.5181818181818182,0.5909090909090909,0.5021881838074398,0.546875,0.6491228070175439,0.21897810218978103,0.08099688473520249,0.11363636363636363,0.09473684210526316,0.02127659574468085,0.6140350877192983,0.75,0.6782178217821783,0.3430232558139535,0.6842105263157895,0.22033898305084745,0.6798561151079137,0.3116883116883117,0.38596491228070173,0.3548387096774194,0.2830188679245283,0.21568627450980393,0.625,0.7692307692307693,0.6933333333333334,0.7540983606557377,0.4,0.038834951456310676,86.29836943295206,0.625,16.368635437881874,17.002024291497975,15.574338085539715,15.668016194331983,0.32116788321167883,0.5681818181818182,0.6410256410256411,0.4,0.23114355231143552,0.3473684210526316,0.38372093023255816,0.30303030303030304,0.22871046228710462,0.40425531914893614,0.41304347826086957,0.5789473684210527,0.043795620437956206,0.17518248175182483,0.2638888888888889,0.2676056338028169,0.42105263157894735,0.38181818181818183,0.7142857142857143,0.14545454545454545,0.36363636363636365,0.625,0.045454545454545456,0.29545454545454547,0.46153846153846156,0.5401459854014599,0.2638888888888889,0.4643294403892944,0.476696875,0.4591363636363637,0.09706546275395034,0.11898016997167139,0.15184381778741865,0.16052060737527116,8.523052959501557,23.784444444444443,0.1120162932790224,10.0,9.0,2.0,1.0,7.0,10.0,1.0,0.16666666666666666,0.5555555555555556,0.5555555555555556,0.9,,5.0,,3.0,0.25,,,2.0,3.0,0.25,0.25,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.011111111111111112,0.013888888888888888,0.07272727272727272,0.25,1.0,0.011111111111111112,,,,,1611661325,2013,2013,True
100646-201503-201896-201919-202656,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga","Catchings, Larkins, January, Zellous, Pohlen-Mavunga",100646-201503-201896-201919-202656,IND,289.0,3,5.0,-2.0,9.0,10.0,1.0,4.0,1.0,19,2.0,5.0,,1.0,,,,,1.0,1.0,,,,,,,,3.0,6.0,,,,6.0,8.0,,1.0,,,,1.0,1.0,,,,2.0,2.0,4.0,,,,,,2.0,1.0,,1.0,,1.0,,,2.0,,1.0,,4.0,,4.0,1.0,5.0,,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,4.0,,,1.0,1.0,2.0,,,3.0,,,,,,,2.0,2.0,,2.0,1.0,6.0,2.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,0.3333333333333333,0.4,,,0.5,,0.8,0.3333333333333333,,,0.8,0.3333333333333333,0.3333333333333333,,,,0.5,1.0,1.0,,,,94.67128027681662,0.5,20.555555555555557,10.4,20.333333333333332,10.4,0.8333333333333334,0.4,0.6666666666666666,0.5,,,,,0.16666666666666666,1.0,1.0,,,,,,,1.0,,,,,,,,0.8333333333333334,,0.5244333333333333,0.5642,0.2173,,,,0.3333333333333333,5.0,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-201503-202638-202640-203406,1611661325,"Tamika Catchings, Erlana Larkins, Jessica Breland, Karima Christmas-Kelly, Layshia Clarendon","Catchings, Larkins, Breland, Christmas-Kelly, Clarendon",100646-201503-202638-202640-203406,IND,297.0,2,5.0,-2.0,10.0,10.0,,,,20,1.0,2.0,,,,,,3.0,1.0,2.0,,,,,,,,2.0,7.0,,,,4.0,6.0,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,1.0,,5.0,,5.0,1.0,6.0,,1.0,,1.0,2.0,,1.0,2.0,1.0,,4.0,,,,,2.0,,2.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,0.2857142857142857,,,0.2857142857142857,,,0.2857142857142857,,,,0.14285714285714285,,0.3333333333333333,,0.5,,0.8333333333333334,0.2,,,0.8333333333333334,0.2,,0.3333333333333333,,,1.0,0.6666666666666666,1.0,,,,96.96969696969697,,15.3,14.4,15.3,14.3,0.2857142857142857,0.5,0.5,,0.42857142857142855,,,,0.2857142857142857,0.5,0.5,,,,,,,,,,,,,,,0.2857142857142857,,0.41665714285714284,,,,,,,8.171428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-201919-202638-202656-203406,1611661325,"Tamika Catchings, Shavonte Zellous, Jessica Breland, Jeanette Pohlen-Mavunga, Layshia Clarendon","Catchings, Zellous, Breland, Pohlen-Mavunga, Clarendon",100646-201919-202638-202656-203406,IND,253.0,1,4.0,,8.0,8.0,2.0,,4.0,16,2.0,4.0,2.0,2.0,1.0,1.0,,4.0,,1.0,,,,,,,,2.0,9.0,,,2.0,6.0,6.0,2.0,3.0,,2.0,6.0,1.0,3.0,,,,2.0,,4.0,,,4.0,,,1.0,,,,,,,,,,4.0,2.0,2.0,1.0,5.0,4.0,9.0,2.0,1.0,,1.0,,1.0,,2.0,,,2.0,,,1.0,,2.0,,1.0,1.0,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3,0.75,0.3333333333333333,,0.1111111111111111,,0.25,,,1.0,1.0,0.5714285714285714,1.0,,1.0,0.5714285714285714,0.5,0.75,,,,1.0,,1.0,,0.3333333333333333,91.06719367588933,1.0,17.125,14.5,14.75,14.5,0.4444444444444444,0.5,0.5,,0.4444444444444444,,,,0.1111111111111111,,,,,,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,,0.4444444444444444,,0.4951777777777778,0.6177666666666667,0.5291666666666667,0.1,0.1,1.0,0.3333333333333333,5.811111111111111,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-201919-202656-203406-203418,1611661325,"Tamika Catchings, Shavonte Zellous, Jeanette Pohlen-Mavunga, Layshia Clarendon, Jasmine Hassell","Catchings, Zellous, Pohlen-Mavunga, Clarendon, Hassell",100646-201919-202656-203406-203418,IND,22.0,1,,1.0,2.0,1.0,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,0.5,,,,,,0.5,,,,,,196.36363636363637,1.0,3.5,15.0,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100666-101039-201503-202640-202656,1611661325,"Katie Douglas, Erin Phillips, Erlana Larkins, Karima Christmas-Kelly, Jeanette Pohlen-Mavunga","Douglas, Phillips, Larkins, Christmas-Kelly, Pohlen-Mavunga",100666-101039-201503-202640-202656,IND,99.0,1,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,3.0,,,,4.0,2.0,2.0,2.0,,,4.0,2.0,3.0,,,,4.0,2.0,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,4.0,3.0,,,0.5,0.5,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,72.72727272727273,,19.0,21.0,9.0,21.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,0.5,1.0,,0.3333333333333333,1.0,,,,0.3333333333333333,,0.3518666666666667,0.34215,0.3518666666666667,,,1.0,1.0,5.966666666666666,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100666-201896-202638-202640-203067,1611661325,"Katie Douglas, Briann January, Jessica Breland, Karima Christmas-Kelly, Sasha Goodlett","Douglas, January, Breland, Christmas-Kelly, Goodlett",100666-201896-202638-202640-203067,IND,25.0,1,,-1.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100835-201503-201919-202638-203418,1611661325,"Erin Thorn, Erlana Larkins, Shavonte Zellous, Jessica Breland, Jasmine Hassell","Thorn, Larkins, Zellous, Breland, Hassell",100835-201503-201919-202638-203418,IND,14.0,1,,-2.0,,1.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100835-201503-201919-202638-202640,1611661325,"Erin Thorn, Erlana Larkins, Shavonte Zellous, Jessica Breland, Karima Christmas-Kelly","Thorn, Larkins, Zellous, Breland, Christmas-Kelly",100835-201503-201919-202638-202640,IND,47.0,1,1.0,-1.0,1.0,2.0,,,,3,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.91489361702128,,17.0,15.0,17.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4984,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
101039-201503-202640-203406-203418,1611661325,"Erin Phillips, Erlana Larkins, Karima Christmas-Kelly, Layshia Clarendon, Jasmine Hassell","Phillips, Larkins, Christmas-Kelly, Clarendon, Hassell",101039-201503-202640-203406-203418,IND,244.0,2,4.0,,8.0,7.0,3.0,3.0,,15,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,1.0,3.0,,,3.0,5.0,5.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,,4.0,,,,,2.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,,,4.0,,1.0,,4.0,2.0,,1.0,1.0,,1.0,,5.0,,3.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,,,,,,,0.6666666666666666,,0.5,,1.0,,0.6666666666666666,,,,,,0.5,,0.5,1.0,,,88.52459016393443,,11.625,21.571428571428573,11.625,21.142857142857142,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,0.5,,,,,0.6666666666666666,,0.5189333333333334,,0.4492,0.4,0.4,,,3.8000000000000003,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
101039-201503-202638-202640-203406,1611661325,"Erin Phillips, Erlana Larkins, Jessica Breland, Karima Christmas-Kelly, Layshia Clarendon","Phillips, Larkins, Breland, Christmas-Kelly, Clarendon",101039-201503-202638-202640-203406,IND,427.0,5,7.0,-2.0,15.0,15.0,3.0,7.0,1.0,30,,1.0,,,,,1.0,2.0,1.0,2.0,,,1.0,2.0,,1.0,2.0,2.0,5.0,1.0,2.0,6.0,13.0,15.0,,,,,,,,1.0,2.0,2.0,5.0,,4.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,1.0,3.0,3.0,,6.0,1.0,7.0,,,,,3.0,1.0,2.0,3.0,1.0,,6.0,1.0,,1.0,,4.0,,2.0,4.0,,1.0,,6.0,2.0,1.0,1.0,1.0,,1.0,1.0,13.0,5.0,3.0,1.0,1.0,,,1.0,0.5,0.5,1.0,0.4,,,0.5,,0.75,0.65,,0.8333333333333334,0.2857142857142857,0.2,1.0,,,0.5,,0.5,0.3333333333333333,1.0,,0.6666666666666666,0.3333333333333333,,1.0,,,1.0,,0.5,1.0,1.0,,101.17096018735364,1.0,11.933333333333334,16.533333333333335,11.666666666666666,14.2,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.5,0.5,,,0.2857142857142857,0.5,0.5,1.0,,,,,,,1.0,0.5,0.42857142857142855,1.0,0.379975,,0.53355,0.2222222222222222,0.2857142857142857,,0.38461538461538464,10.58,35.55,0.2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
201503-201896-201919-202640-203067,1611661325,"Erlana Larkins, Briann January, Shavonte Zellous, Karima Christmas-Kelly, Sasha Goodlett","Larkins, January, Zellous, Christmas-Kelly, Goodlett",201503-201896-201919-202640-203067,IND,649.0,3,11.0,-6.0,17.0,18.0,,4.0,4.0,35,2.0,6.0,1.0,2.0,,,,2.0,,2.0,1.0,,,4.0,,,,2.0,10.0,1.0,5.0,6.0,13.0,19.0,1.0,3.0,,2.0,4.0,,,,,1.0,1.0,,4.0,3.0,,2.0,4.0,,1.0,,1.0,1.0,,,,,3.0,3.0,1.0,1.0,3.0,,4.0,4.0,8.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,3.0,,,4.0,,6.0,,,7.0,,,,8.0,4.0,,3.0,3.0,,3.0,1.0,9.0,1.0,,,,,,1.0,0.2,,0.2,0.2,0.3333333333333333,,0.23333333333333334,0.3333333333333333,,0.34210526315789475,0.5,0.5,0.3333333333333333,0.1,0.16666666666666666,,,0.3333333333333333,,0.375,0.125,1.0,0.75,0.4444444444444444,0.3333333333333333,0.25,,,0.75,0.5,,0.5,1.0,,0.09090909090909091,77.65793528505392,0.3333333333333333,18.352941176470587,18.72222222222222,17.529411764705884,16.38888888888889,0.4,0.3333333333333333,0.4,,0.13333333333333333,,,,0.13333333333333333,,,,0.06666666666666667,0.26666666666666666,,,,0.6666666666666666,0.5,,,,,,,0.7333333333333333,,0.47530333333333336,0.3527,,0.21052631578947367,0.2857142857142857,0.3076923076923077,0.07692307692307693,7.140000000000001,24.04,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
201503-201896-201919-203067-203406,1611661325,"Erlana Larkins, Briann January, Shavonte Zellous, Sasha Goodlett, Layshia Clarendon","Larkins, January, Zellous, Goodlett, Clarendon",201503-201896-201919-203067-203406,IND,209.0,2,3.0,-1.0,5.0,5.0,,,2.0,10,2.0,4.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,2.0,5.0,,1.0,,4.0,5.0,1.0,1.0,1.0,,2.0,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,1.0,,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,1.0,,1.0,,,3.0,,,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,0.4,1.0,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.16666666666666666,,,,,,1.0,0.6666666666666666,0.3333333333333333,,,0.6666666666666666,0.25,0.5,,,,1.0,,,,,,68.89952153110048,,23.8,18.0,17.6,18.0,0.6666666666666666,0.5,0.5,,,,,,0.16666666666666666,,,,,0.16666666666666666,,,,0.5,1.0,0.5,,,,,,0.8333333333333334,,0.5476583333333334,0.4969,,,,0.5,,5.4399999999999995,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
