EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,OffAtRimReboundPct,PenaltyAtRimFGM,AtRimAssists,NonShootingPenaltyNonTakeFouls,AtRimPctAssisted,PenaltyAtRimAccuracy,ShortMidRangeAssists,FTDefRebounds,LostBallTurnovers,2pt And 1 Free Throw Trips,DefFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,Corner3FGA,Corner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyCorner3FGA,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,SelfOReb,BadPassSteals,Loose Ball Fouls Drawn,Assisted3sPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,Offensive Fouls,BlockedShortMidRange,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
100404-100556-201046-201492-201889,1611661322,"Katie Smith, Nakia Sanford, Lindsey Harding, Matee Ajavon, Marissa Coleman","Smith, Sanford, Harding, Ajavon, Coleman",100404-100556-201046-201492-201889,WAS,82.0,1,1.0,,3.0,2,,,,5,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,5.0,5,,,,,,,,,,,,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,5.0,,,,,,1.0,,,1.25,,,1.25,,,0.5,,,,,,,,,,,,,,,,,,,87.80487804878048,,16.666666666666668,16.0,16.666666666666668,16.0,,,,0.5,1.0,1.0,,,,,,,,,,0.5,0.432625,,,,,,,5.7,22.5,,,,,,,,,,,,,,,,1.0,0.5,,,1.0,,,,1.0,,1.0,,,,,,,,,3.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1611661322,2010,2010,False
100404-100556-201046-201492-202261,1611661322,"Katie Smith, Nakia Sanford, Lindsey Harding, Matee Ajavon, Jacinta Monroe","Smith, Sanford, Harding, Ajavon, Monroe",100404-100556-201046-201492-202261,WAS,56.0,1,1.0,-2.0,1.0,1,,,,2,,,,,,,,1.0,,,,,1.0,,,,2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,51.42857142857143,,46.0,10.0,46.0,10.0,,,,,,,1.0,,,,,,,,,,0.3264,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100404-100556-201046-201518-201889,1611661322,"Katie Smith, Nakia Sanford, Lindsey Harding, Crystal Langhorne, Marissa Coleman","Smith, Sanford, Harding, Langhorne, Coleman",100404-100556-201046-201518-201889,WAS,166.0,2,3.0,-6.0,4.0,6,2.0,2.0,,10,,1.0,,,,1.0,,,,,,,2.0,,,,6,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.5,1.0,,,0.5,,0.25,,,,0.16666666666666666,,,,,1.0,,,86.74698795180723,,18.25,15.5,18.25,13.0,0.5,,,0.5,,,,,,,,,,,,0.5,0.46745,,0.3995,,,,,7.55,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100404-100556-201492-201518-201889,1611661322,"Katie Smith, Nakia Sanford, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Smith, Sanford, Ajavon, Langhorne, Coleman",100404-100556-201492-201518-201889,WAS,74.0,1,1.0,-3.0,2.0,2,,2.0,1.0,4,,1.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,,,3,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,1.0,,,,,,0.5,,,,0.3333333333333333,,1.0,,,,,77.83783783783784,,28.5,8.5,20.0,8.5,0.3333333333333333,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,,,,0.6666666666666666,0.5155166666666667,0.5777,,,,,,9.2,21.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100404-200673-201046-201492-201518,1611661322,"Katie Smith, Monique Currie, Lindsey Harding, Matee Ajavon, Crystal Langhorne","Smith, Currie, Harding, Ajavon, Langhorne",100404-200673-201046-201492-201518,WAS,13.0,1,,1.0,2.0,1,2.0,1.0,1.0,3,,1.0,,1.0,,,,,1.0,,1.0,,1.0,1.0,2.0,2.0,1,,,,2.0,2.0,,1.0,1.0,2.0,2.0,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.5,,,,,,,,1.0,,,,0.5,,,,,,,332.3076923076923,,6.0,1.0,6.0,1.0,0.5,,,,,,,,,,0.5,,,0.5,0.5,1.0,0.408225,,0.408225,,,1.0,1.0,3.1,21.1,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100404-200673-201046-201518-201889,1611661322,"Katie Smith, Monique Currie, Lindsey Harding, Crystal Langhorne, Marissa Coleman","Smith, Currie, Harding, Langhorne, Coleman",100404-200673-201046-201518-201889,WAS,481.0,2,8.0,2.0,20.0,19,8.0,5.0,5.0,39,4.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,,1.0,6.0,12.0,3.0,4.0,16.0,14,2.0,3.0,,,4.0,3.0,4.0,2.0,,6.0,4.0,8.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,6.0,7.0,5.0,12.0,4.0,2.0,4.0,,2.0,2.0,,6.0,3.0,2.0,7.0,7.0,,7.0,4.0,,1.0,,,1.0,1.0,12.0,6.0,8.0,,0.3333333333333333,0.4,0.5,0.6666666666666666,0.75,0.4,0.6666666666666666,0.5,0.4444444444444444,0.6666666666666666,0.5,0.2,0.08333333333333333,,0.25,,0.6666666666666666,0.5,0.6,0.5,1.0,0.3333333333333333,0.6363636363636364,0.4444444444444444,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,116.75675675675674,1.0,10.8,13.947368421052632,9.4,11.105263157894736,0.4,0.6666666666666666,0.6666666666666666,0.26666666666666666,0.25,0.3333333333333333,0.13333333333333333,0.5,0.5,1.0,0.13333333333333333,0.3333333333333333,,0.5,0.16666666666666666,0.6,0.5011833333333333,0.4431333333333333,0.5084166666666666,0.2222222222222222,0.26666666666666666,0.25,0.375,5.675,22.53333333333333,0.4,2.0,0.5,2.0,1.0,2.0,0.25,0.6666666666666666,,,2.0,1.0,,0.6,,1.0,0.06666666666666667,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,2.0,1.0,,0.125,,1.0,0.16666666666666666,1.0,1.0,,,,,,3.0,,,,,,,,1611661322,2010,2010,False
100404-200673-201492-201518-201889,1611661322,"Katie Smith, Monique Currie, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Smith, Currie, Ajavon, Langhorne, Coleman",100404-200673-201492-201518-201889,WAS,,1,,-2.0,,1,,1.0,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100404-201046-201492-201518-201889,1611661322,"Katie Smith, Lindsey Harding, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Smith, Harding, Ajavon, Langhorne, Coleman",100404-201046-201492-201518-201889,WAS,281.0,1,5.0,-6.0,12.0,13,12.0,7.0,1.0,25,2.0,3.0,,3.0,,3.0,,1.0,1.0,1.0,1.0,2.0,7.0,2.0,5.0,12.0,18,,,1.0,,,2.0,7.0,2.0,5.0,12.0,2.0,2.0,1.0,1.0,1.0,2.0,,5.0,,,1.0,,3.0,3.0,1.0,4.0,,,,1.0,,1.0,,1.0,1.0,,4.0,3.0,,6.0,,3.0,,,,,,12.0,12.0,12.0,3.0,0.5,0.5,0.2857142857142857,,0.2857142857142857,0.3888888888888889,,0.3888888888888889,0.5,,0.5,0.2222222222222222,0.14285714285714285,,0.3333333333333333,,,1.0,0.75,,,,0.75,,,,,,1.0,,128.1138790035587,,12.916666666666666,9.692307692307692,11.583333333333334,9.384615384615385,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,0.1111111111111111,,,,0.1111111111111111,,1.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4416277777777778,0.45705,0.4416277777777778,,,,1.0,7.071428571428571,21.9,1.0,1.0,,2.0,1.0,4.0,0.5,0.6666666666666666,,,,,,1.0,,1.0,0.1111111111111111,,,1.0,1.0,,,0.5,0.5,0.5,,,,,,,,1.0,3.0,,1.0,,,,2.0,1.0,,,,0.1111111111111111,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1611661322,2010,2010,False
100433-200673-201046-201492-201518,1611661322,"Chasity Melvin, Monique Currie, Lindsey Harding, Matee Ajavon, Crystal Langhorne","Melvin, Currie, Harding, Ajavon, Langhorne",100433-200673-201046-201492-201518,WAS,186.0,1,3.0,,6.0,6,3.0,6.0,1.0,12,1.0,2.0,,1.0,,1.0,1.0,2.0,2.0,,1.0,2.0,5.0,2.0,,7.0,7,1.0,2.0,,,2.0,1.0,2.0,1.0,,5.0,2.0,2.0,2.0,1.0,1.0,2.0,,5.0,,2.0,,,2.0,2.0,2.0,4.0,,,1.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,5.0,5.0,3.0,,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.8333333333333334,0.5,0.5,0.8333333333333334,0.2857142857142857,0.2,,1.0,,1.0,,0.6666666666666666,0.6666666666666666,,,0.5,0.5,1.0,1.0,,,1.0,,92.90322580645162,,22.166666666666668,8.833333333333334,17.5,8.333333333333334,0.2857142857142857,0.5,0.5,0.14285714285714285,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,,,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.49697857142857144,0.3453,0.5293,,,0.2857142857142857,0.7142857142857143,9.940000000000001,21.5,0.5,,,,1.0,,1.0,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,,,,,3.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100433-200673-201046-201492-201889,1611661322,"Chasity Melvin, Monique Currie, Lindsey Harding, Matee Ajavon, Marissa Coleman","Melvin, Currie, Harding, Ajavon, Coleman",100433-200673-201046-201492-201889,WAS,47.0,1,1.0,-4.0,2.0,2,2.0,2.0,,4,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,4,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,122.55319148936171,,21.0,2.5,21.0,2.5,,,,,,,0.5,,,,0.5,,,,0.5,0.5,0.391725,,0.391725,,,,,16.4,22.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100433-200673-201046-201518-201889,1611661322,"Chasity Melvin, Monique Currie, Lindsey Harding, Crystal Langhorne, Marissa Coleman","Melvin, Currie, Harding, Langhorne, Coleman",100433-200673-201046-201518-201889,WAS,104.0,2,2.0,-7.0,3.0,5,1.0,2.0,1.0,8,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,,2.0,9,1.0,1.0,,,2.0,,,1.0,,,,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,0.3333333333333333,1.0,,0.25,1.0,,0.25,1.0,,0.25,0.3333333333333333,,1.0,,,,,0.5,,,,0.3333333333333333,1.0,,,,,,110.76923076923076,,18.666666666666668,9.6,18.0,9.6,0.25,1.0,1.0,0.25,,,0.25,,,,0.25,1.0,,,1.0,0.5,0.3982625,0.5543,0.35415,,,1.0,,7.2,22.7,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100433-201046-201492-201518-201889,1611661322,"Chasity Melvin, Lindsey Harding, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Melvin, Harding, Ajavon, Langhorne, Coleman",100433-201046-201492-201518-201889,WAS,66.0,1,1.0,-2.0,2.0,3,2.0,3.0,,5,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,2,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,109.09090909090908,,14.5,12.333333333333334,14.5,12.0,,,,0.5,,,,,,,0.5,,,,0.5,0.5,0.528475,,0.528475,,,,,13.7,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100556-200673-201046-201492-201518,1611661322,"Nakia Sanford, Monique Currie, Lindsey Harding, Matee Ajavon, Crystal Langhorne","Sanford, Currie, Harding, Ajavon, Langhorne",100556-200673-201046-201492-201518,WAS,67.0,1,1.0,-1.0,3.0,3,,,,6,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,3,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,2.0,,1.0,2.0,,,,,,,,,,,2.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,0.5,,1.0,,,,1.0,,,,,1.0,,,128.955223880597,,11.0,11.333333333333334,11.0,6.333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.4858,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1611661322,2010,2010,False
100556-200673-201046-201492-202261,1611661322,"Nakia Sanford, Monique Currie, Lindsey Harding, Matee Ajavon, Jacinta Monroe","Sanford, Currie, Harding, Ajavon, Monroe",100556-200673-201046-201492-202261,WAS,27.0,1,,-1.0,2.0,2,2.0,,,4,,,,,,1.0,,,,,,,1.0,,2.0,2.0,3,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,213.33333333333331,,2.5,11.0,2.5,11.0,,,,1.0,,,,,,,,,,,,,0.2549,,0.2549,,,,1.0,12.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
100556-200673-201046-201518-201889,1611661322,"Nakia Sanford, Monique Currie, Lindsey Harding, Crystal Langhorne, Marissa Coleman","Sanford, Currie, Harding, Langhorne, Coleman",100556-200673-201046-201518-201889,WAS,129.0,1,2.0,,3.0,3,,,1.0,6,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,7.0,7,,,1.0,,3.0,,,,,,,2.0,1.0,,,1.0,,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,4.0,,,,,,0.5,,,0.8333333333333334,1.5,,0.875,1.5,,0.3333333333333333,,,,,,,,1.0,,,,1.0,,1.0,,,,,66.97674418604652,,22.666666666666668,20.333333333333332,17.333333333333332,20.333333333333332,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,,,,0.3333333333333333,,1.0,,,0.6666666666666666,0.5011166666666667,0.54555,,0.25,0.3333333333333333,0.42857142857142855,,8.8,22.1,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,3.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1611661322,2010,2010,False
100556-201046-201492-201518-201889,1611661322,"Nakia Sanford, Lindsey Harding, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Sanford, Harding, Ajavon, Langhorne, Coleman",100556-201046-201492-201518-201889,WAS,312.0,1,5.0,-6.0,11.0,11,3.0,5.0,1.0,22,3.0,5.0,1.0,2.0,,2.0,,2.0,2.0,,,3.0,9.0,3.0,1.0,10.0,16,1.0,1.0,,1.0,3.0,1.0,4.0,,1.0,3.0,,6.0,2.0,,,1.0,,3.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,3.0,2.0,,2.0,2.0,,,,,,,7.0,3.0,3.0,,,,0.3333333333333333,1.0,0.25,0.375,1.0,0.25,0.4166666666666667,1.5,0.375,0.25,,,,,,,1.0,0.16666666666666666,,,1.0,0.125,,,,,,,101.53846153846153,,15.818181818181818,12.545454545454545,15.818181818181818,11.727272727272727,0.4166666666666667,0.6,0.6,0.16666666666666666,,,0.16666666666666666,,,,0.16666666666666666,1.0,,0.5,,0.6666666666666666,0.48799583333333335,0.9102,0.56305,0.16666666666666666,0.2222222222222222,0.3,0.3,6.666666666666667,22.2,0.2727272727272727,,0.5,1.0,,1.0,,0.5,,,,2.0,,1.0,,1.0,0.08333333333333333,,,1.0,,,,0.3333333333333333,,0.3333333333333333,,,,,,,1.0,,3.0,2.0,1.0,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1611661322,2010,2010,False
200673-201046-201492-201518-201889,1611661322,"Monique Currie, Lindsey Harding, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Currie, Harding, Ajavon, Langhorne, Coleman",200673-201046-201492-201518-201889,WAS,319.0,1,5.0,6.0,11.0,11,4.0,2.0,,22,2.0,2.0,,,,,1.0,3.0,1.0,,,3.0,5.0,2.0,7.0,19.0,13,,,,,,1.0,3.0,,2.0,4.0,,6.0,1.0,,,2.0,,6.0,,,,1.0,2.0,3.0,,3.0,1.0,1.0,,,,,,,,4.0,4.0,4.0,,8.0,4.0,,,,,,,19.0,4.0,4.0,,,,0.6,,0.3333333333333333,0.8571428571428571,,0.3333333333333333,0.8636363636363636,,0.5,0.2857142857142857,,,,,,,0.4,,1.0,,0.5,,,,,,1.0,1.0,99.3103448275862,,12.454545454545455,16.545454545454547,12.454545454545455,15.818181818181818,0.2857142857142857,1.0,1.0,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,,0.5714285714285714,0.47119285714285714,,0.35956666666666665,0.36363636363636365,0.4444444444444444,,0.21052631578947367,10.7,21.6,0.36363636363636365,,,,,,,,,,,,,,,1.0,0.14285714285714285,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,6.0,,2.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1611661322,2010,2010,False
200673-201492-201889-202261-202262,1611661322,"Monique Currie, Matee Ajavon, Marissa Coleman, Jacinta Monroe, Ashley Houts","Currie, Ajavon, Coleman, Monroe, Houts",200673-201492-201889-202261-202262,WAS,233.0,1,4.0,2.0,10.0,10,10.0,6.0,1.0,20,2.0,5.0,1.0,5.0,,,,,1.0,,1.0,2.0,5.0,1.0,6.0,10.0,8,,1.0,,,,2.0,5.0,1.0,6.0,10.0,,4.0,1.0,,,,,,,1.0,,2.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,3.0,5.0,,10.0,4.0,,,,,,,10.0,10.0,10.0,,,,0.4,,0.4,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.16666666666666666,,,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,,0.6,0.25,,,,0.3333333333333333,,1.0,123.60515021459227,,8.9,14.4,8.7,14.1,0.8333333333333334,0.4,0.4,,,,,,,,0.16666666666666666,1.0,,0.8333333333333334,0.16666666666666666,1.0,0.670675,0.6615,0.670675,0.5,0.5,,1.0,1.52,22.2,1.0,,0.3333333333333333,2.0,,,,0.4,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,1.0,1.0,,,0.25,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,False
